Chromosome/scaffold name	Gene start (bp)	Gene stable ID version	Strand
19	52725478	ENSG00000268015.1	-1
11	3692313	ENSG00000110713.11	-1
5	153938868	ENSG00000253146.1	-1
12	59413950	ENSG00000244390.2	1
4	154579724	ENSG00000248208.1	1
10	44126395	ENSG00000238263.1	1
2	238031553	ENSG00000224844.1	-1
3	181429714	ENSG00000181449.2	1
16	34681269	ENSG00000214581.4	-1
12	59446761	ENSG00000257288.1	-1
12	59759999	ENSG00000258214.1	-1
4	154641479	ENSG00000249309.1	1
5	153975572	ENSG00000264760.1	-1
10	44139320	ENSG00000226245.1	1
2	238337563	ENSG00000222032.1	-1
2	74724644	ENSG00000179528.11	-1
5	154065336	ENSG00000221552.1	1
HSCHR4_1	69313165	ENSG00000257652.1	1
5	180622496	ENSG00000250900.2	1
12	59762832	ENSG00000212599.1	-1
19	52762329	ENSG00000207265.1	-1
10	126085872	ENSG00000065154.7	-1
10	44141390	ENSG00000230565.1	1
5	154083077	ENSG00000263478.1	-1
19	52785050	ENSG00000208002.1	1
4	154794519	ENSG00000252181.1	-1
2	238471808	ENSG00000222449.1	1
5	154097945	ENSG00000272197.1	-1
4	155140061	ENSG00000264137.1	1
16	34711785	ENSG00000261711.2	-1
2	238521620	ENSG00000227107.1	1
19	52788033	ENSG00000269102.1	-1
5	154108791	ENSG00000241187.1	1
7	149095295	ENSG00000228151.1	1
16	15198580	ENSG00000270580.1	-1
4	155295038	ENSG00000249200.1	1
5	154209018	ENSG00000263361.1	1
10	44161116	ENSG00000228426.1	1
19	52803946	ENSG00000269535.1	-1
2	152689290	ENSG00000182389.14	-1
11	29181503	ENSG00000254526.1	1
4	155444639	ENSG00000250609.1	1
2	238778547	ENSG00000263723.1	1
5	154373158	ENSG00000253261.1	1
10	44223665	ENSG00000271173.1	1
2	238937612	ENSG00000251971.1	-1
11	29297202	ENSG00000255450.1	1
5	154404274	ENSG00000221131.2	-1
10	44227782	ENSG00000224162.1	1
4	155465085	ENSG00000200350.1	-1
11	64008475	ENSG00000173486.8	1
2	239140325	ENSG00000225057.2	1
5	154490744	ENSG00000253646.1	-1
11	29298236	ENSG00000211499.1	1
8	88882973	ENSG00000176566.3	-1
4	155476360	ENSG00000248611.1	1
X	14547420	ENSG00000101958.9	1
19	41949063	ENSG00000204978.2	1
7	27238194	ENSG00000243766.3	1
11	29357425	ENSG00000254530.1	-1
2	134091401	ENSG00000252688.1	1
2	134148681	ENSG00000222068.1	-1
4	155645738	ENSG00000249074.1	1
2	134189237	ENSG00000232474.1	-1
5	31193857	ENSG00000113361.8	1
2	239207351	ENSG00000232306.1	-1
5	154776851	ENSG00000271477.1	1
1	45468212	ENSG00000126107.10	-1
11	64781585	ENSG00000213465.3	1
11	66202546	ENSG00000174547.9	-1
5	154870896	ENSG00000270442.1	1
2	134311886	ENSG00000223430.1	1
11	29413072	ENSG00000255281.1	1
4	155675908	ENSG00000249041.1	-1
2	239321283	ENSG00000202099.1	1
5	155272447	ENSG00000200275.1	1
20	62189439	ENSG00000130589.12	-1
2	239335718	ENSG00000229915.1	-1
5	155885408	ENSG00000253370.2	-1
2	134353662	ENSG00000200708.1	1
4	155691720	ENSG00000249692.1	1
15	99859300	ENSG00000268730.1	-1
5	180632361	ENSG00000248514.1	-1
2	239419331	ENSG00000225493.1	-1
5	156131069	ENSG00000254163.1	-1
16	15219099	ENSG00000250251.2	-1
2	134884696	ENSG00000263813.1	1
4	155708270	ENSG00000222582.1	1
22	19023795	ENSG00000070413.14	-1
11	29467034	ENSG00000255227.1	1
2	239628965	ENSG00000234279.1	1
7	27278862	ENSG00000253308.2	-1
4	155711443	ENSG00000252604.1	1
5	156241141	ENSG00000199468.1	1
2	74732170	ENSG00000115289.8	-1
2	134988766	ENSG00000222921.1	1
19	42055886	ENSG00000007129.13	1
5	180649566	ENSG00000264732.1	-1
2	239643904	ENSG00000224252.1	-1
5	156277549	ENSG00000231989.2	1
3	131080742	ENSG00000246082.2	1
4	156127681	ENSG00000250538.1	-1
3	113547029	ENSG00000178075.15	1
11	29540623	ENSG00000255029.1	1
2	135077225	ENSG00000234060.1	-1
7	27281048	ENSG00000253405.1	-1
1	23630264	ENSG00000125944.14	-1
8	89044237	ENSG00000156103.11	-1
11	29616465	ENSG00000255117.1	1
2	239697289	ENSG00000226992.1	-1
5	180651646	ENSG00000247049.2	-1
7	65950082	ENSG00000244657.1	-1
2	135213767	ENSG00000255674.1	-1
2	239840998	ENSG00000227744.4	-1
7	65956083	ENSG00000223473.1	-1
5	180668814	ENSG00000272296.1	-1
7	27308976	ENSG00000213783.4	-1
11	29690433	ENSG00000255047.1	-1
19	8117651	ENSG00000131142.9	1
2	114356606	ENSG00000236397.2	-1
7	65958693	ENSG00000237310.1	1
2	135493034	ENSG00000224043.3	-1
5	99386069	ENSG00000264839.1	1
5	99386423	ENSG00000271480.1	-1
11	29735456	ENSG00000254734.1	1
5	99386837	ENSG00000270388.1	-1
11	29742946	ENSG00000243505.2	-1
11	29747311	ENSG00000240554.1	1
5	99387624	ENSG00000270307.1	-1
5	180670312	ENSG00000264549.1	-1
22	29601840	ENSG00000186998.11	1
11	30001660	ENSG00000261340.1	-1
7	27368226	ENSG00000236569.3	-1
4	156197841	ENSG00000250910.3	1
7	65970142	ENSG00000179342.3	-1
5	180673523	ENSG00000233937.2	1
5	99388563	ENSG00000270225.1	-1
12	124020956	ENSG00000266655.1	1
11	30065605	ENSG00000254532.1	-1
10	131567108	ENSG00000227374.1	1
16	15244554	ENSG00000207294.1	1
5	99389390	ENSG00000271207.1	-1
X	49160148	ENSG00000215274.5	1
11	30188710	ENSG00000255288.1	1
3	27307071	ENSG00000207251.1	-1
16	15248707	ENSG00000264115.1	-1
Y	20994888	ENSG00000224151.1	-1
2	172290727	ENSG00000115827.9	1
3	27404057	ENSG00000221573.1	-1
10	131641563	ENSG00000266676.1	-1
16	15248760	ENSG00000257391.1	1
3	27460829	ENSG00000264625.1	-1
11	30389695	ENSG00000242353.1	1
10	131864638	ENSG00000237489.2	-1
3	27503997	ENSG00000227523.1	1
3	182511288	ENSG00000058063.11	1
5	156351130	ENSG00000270560.1	1
6	159455500	ENSG00000164691.12	-1
7	65976543	ENSG00000234500.1	1
5	99489376	ENSG00000207077.1	1
5	156531799	ENSG00000254246.1	1
X	49178536	ENSG00000224659.2	1
2	135554739	ENSG00000234682.1	1
10	131904273	ENSG00000233122.1	1
1	205350506	ENSG00000186007.5	-1
1	42619092	ENSG00000044012.3	1
15	30695943	ENSG00000186399.8	-1
5	99737145	ENSG00000249787.1	1
2	24252210	ENSG00000163026.7	-1
19	52892095	ENSG00000269834.1	-1
X	49188094	ENSG00000237597.4	1
2	71163012	ENSG00000116039.7	1
10	131930034	ENSG00000233319.1	-1
12	124066767	ENSG00000247373.2	-1
10	132237331	ENSG00000236303.2	1
19	28807612	ENSG00000267320.1	-1
10	132303370	ENSG00000222997.1	1
2	62727356	ENSG00000186889.5	-1
10	132760851	ENSG00000264803.1	-1
X	49197607	ENSG00000205775.8	1
12	124101255	ENSG00000206897.1	1
10	132793569	ENSG00000266057.1	-1
5	99785458	ENSG00000247877.2	-1
19	52929116	ENSG00000269776.1	-1
19	28885758	ENSG00000267238.1	-1
12	124192149	ENSG00000255839.1	-1
10	132893481	ENSG00000230098.1	1
HSCHR6_MHC_QBL	30120533	ENSG00000137384.8	1
19	53014535	ENSG00000269349.1	-1
5	180688213	ENSG00000248275.1	1
3	50263724	ENSG00000114353.12	1
19	28909390	ENSG00000260725.1	-1
16	34720137	ENSG00000260153.1	-1
HG104_HG975_PATCH	145094584	ENSG00000260319.1	1
10	133489515	ENSG00000265977.1	1
HSCHR6_MHC_APD	28962606	ENSG00000225351.4	-1
12	70195449	ENSG00000258052.1	1
Y	20995615	ENSG00000251970.1	-1
19	53067329	ENSG00000242255.1	1
X	49207160	ENSG00000240257.2	1
10	133994729	ENSG00000235010.1	-1
16	34723608	ENSG00000259836.1	1
Y	21010150	ENSG00000238088.1	1
6	43479565	ENSG00000137207.7	-1
16	34725545	ENSG00000261350.1	-1
19	53079136	ENSG00000268886.1	-1
19	28926295	ENSG00000267243.1	-1
7	65991075	ENSG00000229180.4	-1
16	34726695	ENSG00000260341.1	1
11	30447099	ENSG00000255480.1	1
X	70304339	ENSG00000265502.1	1
5	99989816	ENSG00000250806.2	-1
X	49216659	ENSG00000241465.2	1
16	34728125	ENSG00000261445.1	-1
X	153576892	ENSG00000196924.10	-1
11	30605677	ENSG00000254489.1	1
X	70361035	ENSG00000265597.1	1
X	70403409	ENSG00000228427.1	-1
2	95512278	ENSG00000212140.1	-1
16	34739464	ENSG00000260857.2	-1
1	47394849	ENSG00000187048.8	-1
HSCHR6_MHC_QBL	33097048	ENSG00000206288.8	1
X	70520580	ENSG00000255591.1	1
12	30781922	ENSG00000133704.5	-1
16	34740963	ENSG00000269622.1	-1
2	135573932	ENSG00000228098.1	1
19	53091758	ENSG00000123870.9	1
11	31195471	ENSG00000251968.1	1
11	31227306	ENSG00000221629.1	1
12	124205793	ENSG00000239215.1	-1
X	70534762	ENSG00000224208.1	-1
2	135615390	ENSG00000263783.1	1
11	31302219	ENSG00000255370.1	-1
12	59844454	ENSG00000251931.1	-1
16	34763493	ENSG00000261733.1	-1
14	60679180	ENSG00000242135.2	-1
HG104_HG975_PATCH	145160798	ENSG00000260189.1	1
12	59921840	ENSG00000266724.1	-1
3	27527738	ENSG00000230807.1	1
2	135823202	ENSG00000238337.1	-1
12	124410008	ENSG00000270028.1	-1
X	49226182	ENSG00000236249.6	1
7	27401462	ENSG00000224322.1	1
Y	2652790	ENSG00000251841.1	1
12	59921958	ENSG00000265430.1	-1
2	135894198	ENSG00000208308.1	1
12	29433351	ENSG00000257176.1	-1
16	34777650	ENSG00000259996.1	-1
17	48503519	ENSG00000167107.8	1
3	42530791	ENSG00000114812.8	1
12	59980574	ENSG00000202471.1	-1
X	70572268	ENSG00000213706.2	1
Y	2657868	ENSG00000237659.1	1
12	124420169	ENSG00000270005.1	-1
14	60706839	ENSG00000254718.2	-1
2	136268116	ENSG00000235651.1	-1
2	95533231	ENSG00000259848.4	-1
1	42628362	ENSG00000197273.3	-1
16	34782288	ENSG00000260994.1	1
3	27555362	ENSG00000201033.1	1
12	60113479	ENSG00000257146.1	-1
7	27497782	ENSG00000233830.2	-1
12	124445264	ENSG00000270130.1	-1
15	100017370	ENSG00000068305.13	1
Y	2696023	ENSG00000232195.1	1
3	27566844	ENSG00000232167.1	1
16	34787280	ENSG00000261046.1	1
Y	21033988	ENSG00000217179.1	1
19	28982771	ENSG00000266893.1	-1
12	60205883	ENSG00000237176.3	1
Y	2749724	ENSG00000227289.1	-1
2	136414047	ENSG00000201308.1	-1
19	29000145	ENSG00000267423.1	1
2	203241659	ENSG00000204217.8	1
7	27501385	ENSG00000213781.3	1
2	136422967	ENSG00000207654.1	1
2	96687694	ENSG00000186281.8	-1
16	34809205	ENSG00000260134.1	1
12	60420552	ENSG00000264437.1	-1
14	60789954	ENSG00000258556.1	1
12	124447102	ENSG00000270048.1	-1
X	49235708	ENSG00000231850.3	1
2	136567739	ENSG00000200664.1	-1
12	60486645	ENSG00000257294.1	1
3	27589248	ENSG00000238912.1	-1
12	124450624	ENSG00000269997.1	-1
11	767220	ENSG00000177225.12	-1
2	136577761	ENSG00000226806.1	1
3	27665693	ENSG00000223968.1	-1
Y	2797042	ENSG00000229163.2	-1
16	34872994	ENSG00000260746.1	-1
14	60864475	ENSG00000258427.3	1
7	27531301	ENSG00000235574.1	-1
5	82120703	ENSG00000248105.1	1
3	75470703	ENSG00000244026.2	-1
11	64011956	ENSG00000173457.6	-1
2	83884859	ENSG00000199295.1	1
Y	21034387	ENSG00000176728.3	-1
12	70219084	ENSG00000166268.6	1
14	60865652	ENSG00000259169.1	-1
2	946554	ENSG00000172554.7	1
17	71161151	ENSG00000180616.4	1
5	82215195	ENSG00000248112.1	-1
7	27773014	ENSG00000229893.1	-1
X	70633684	ENSG00000229601.1	-1
2	136655525	ENSG00000214070.3	-1
X	49294472	ENSG00000236737.1	1
14	60960484	ENSG00000258692.2	-1
2	84085947	ENSG00000252298.1	1
7	27920106	ENSG00000265382.1	1
X	70639933	ENSG00000213018.2	-1
7	28157732	ENSG00000206623.1	-1
2	84101832	ENSG00000236198.1	-1
9	130670165	ENSG00000136840.14	-1
5	100142639	ENSG00000113532.8	-1
11	31327232	ENSG00000255525.1	1
18	52568740	ENSG00000166510.9	-1
HSCHR6_MHC_APD	29012035	ENSG00000226463.1	-1
X	49296814	ENSG00000237671.3	1
5	82236277	ENSG00000249857.1	-1
7	28219941	ENSG00000234336.2	1
11	31457017	ENSG00000221338.1	-1
5	100068762	ENSG00000207269.1	1
X	70660367	ENSG00000252525.1	-1
5	100152186	ENSG00000221263.1	-1
15	30844183	ENSG00000178115.10	1
X	74588262	ENSG00000102383.9	-1
X	70710916	ENSG00000199751.1	-1
2	84104851	ENSG00000223700.1	-1
11	31658875	ENSG00000228061.1	-1
5	100917534	ENSG00000264318.1	1
14	60981837	ENSG00000258670.1	1
HSCHR6_MHC_APD	29054028	ENSG00000233054.2	-1
X	70711529	ENSG00000243468.4	-1
2	84258264	ENSG00000228225.1	1
12	60609775	ENSG00000258184.1	1
5	101152179	ENSG00000251261.3	-1
11	66234216	ENSG00000174516.10	1
14	61011118	ENSG00000258764.1	1
HG104_HG975_PATCH	145164762	ENSG00000260226.1	1
12	124452570	ENSG00000269938.1	-1
10	88695297	ENSG00000173269.9	-1
5	82264707	ENSG00000248400.2	1
19	42125344	ENSG00000105352.6	-1
8	16849678	ENSG00000078579.8	-1
5	101312000	ENSG00000249495.1	1
X	70747664	ENSG00000215120.2	-1
12	60735605	ENSG00000252607.1	-1
12	124454537	ENSG00000270061.1	-1
5	82308104	ENSG00000249664.1	-1
2	136742746	ENSG00000231890.3	1
12	60757603	ENSG00000251822.1	1
HSCHR6_MHC_APD	29079708	ENSG00000226271.1	1
2	84267009	ENSG00000228902.1	-1
12	124456004	ENSG00000270095.1	-1
12	124490418	ENSG00000256827.1	-1
5	82345195	ENSG00000271862.1	-1
5	101466711	ENSG00000199786.1	-1
2	95565311	ENSG00000237055.1	-1
X	70845603	ENSG00000264855.1	-1
12	124570308	ENSG00000269923.1	1
HSCHR6_MHC_APD	29141357	ENSG00000225550.3	1
19	29093286	ENSG00000267537.1	-1
2	84517806	ENSG00000182814.6	1
5	101479781	ENSG00000248261.1	1
12	124690774	ENSG00000256596.1	1
19	29097595	ENSG00000266976.1	1
7	2443223	ENSG00000136213.7	1
2	24272571	ENSG00000119782.9	1
5	101638208	ENSG00000222987.1	1
2	109745804	ENSG00000172985.8	1
19	29281719	ENSG00000267799.1	-1
11	58975983	ENSG00000197629.5	-1
2	95566735	ENSG00000232128.1	1
HSCHR6_MHC_APD	29274489	ENSG00000236927.3	1
6	9596343	ENSG00000181355.16	-1
19	29360703	ENSG00000267617.1	1
11	59131885	ENSG00000176495.2	1
19	29374337	ENSG00000267528.1	1
5	101836245	ENSG00000249017.1	1
5	82360023	ENSG00000238835.1	-1
15	65903704	ENSG00000074621.9	1
19	29383838	ENSG00000267683.1	1
5	82497048	ENSG00000243385.2	1
X	14861529	ENSG00000181544.9	-1
X	49306370	ENSG00000227488.2	1
11	59189416	ENSG00000172324.4	-1
19	29421910	ENSG00000238514.1	1
2	95578177	ENSG00000233158.1	1
5	82575740	ENSG00000251552.1	-1
15	56922379	ENSG00000137871.15	-1
19	29440344	ENSG00000267027.1	-1
2	84542232	ENSG00000228272.1	1
HSCHR6_MHC_APD	29393366	ENSG00000232289.4	-1
5	101917072	ENSG00000250958.1	1
11	59210617	ENSG00000172320.2	1
5	82722495	ENSG00000251395.1	1
5	180708376	ENSG00000248103.1	1
5	35904397	ENSG00000152611.7	-1
2	95618906	ENSG00000231331.1	-1
5	180728968	ENSG00000222533.1	1
X	49315936	ENSG00000216649.3	1
16	34874400	ENSG00000259791.1	1
2	84554386	ENSG00000233373.1	1
5	82827171	ENSG00000249835.2	-1
11	59224411	ENSG00000166884.2	1
5	180733503	ENSG00000238035.4	1
16	34956639	ENSG00000260522.1	-1
5	101941339	ENSG00000247402.2	1
17	59537585	ENSG00000267137.1	-1
12	60812764	ENSG00000257865.1	1
4	156207314	ENSG00000249924.2	-1
4	169013666	ENSG00000109511.6	1
17	59667894	ENSG00000196861.4	-1
12	56390964	ENSG00000139531.8	1
2	84977893	ENSG00000259056.1	1
4	156302194	ENSG00000250205.1	-1
2	239894624	ENSG00000211566.2	-1
12	61624940	ENSG00000257308.1	-1
HSCHR6_MHC_APD	29407167	ENSG00000230505.3	1
5	101944860	ENSG00000250682.1	-1
11	59244846	ENSG00000254466.1	1
11	64781654	ENSG00000273003.1	1
17	59951445	ENSG00000202361.1	-1
2	239928722	ENSG00000260506.1	-1
1	42642210	ENSG00000198815.4	-1
17	60083100	ENSG00000242398.2	-1
16	34968764	ENSG00000251915.1	1
2	85004383	ENSG00000235847.2	-1
2	239990513	ENSG00000266109.1	-1
15	30896329	ENSG00000261794.1	1
17	60093218	ENSG00000221302.1	-1
16	34969010	ENSG00000222207.1	1
1	150293925	ENSG00000117360.8	1
2	239990615	ENSG00000265332.1	-1
17	60114194	ENSG00000200842.1	1
16	34969743	ENSG00000251924.1	1
4	156304259	ENSG00000250398.1	-1
7	66010634	ENSG00000232559.2	-1
14	97104524	ENSG00000223299.1	-1
2	239990762	ENSG00000266360.1	-1
17	60199681	ENSG00000207123.1	1
11	59271049	ENSG00000176200.1	1
16	34969996	ENSG00000252624.1	1
12	121647660	ENSG00000135124.10	1
14	97207528	ENSG00000258979.1	1
7	2552163	ENSG00000106003.8	1
2	239990860	ENSG00000263743.1	-1
17	60214333	ENSG00000266066.1	-1
4	156306504	ENSG00000271606.1	1
2	95626792	ENSG00000232594.1	-1
2	239991056	ENSG00000264103.1	-1
4	156372769	ENSG00000249247.1	-1
2	239991154	ENSG00000264518.1	-1
5	180756242	ENSG00000250765.1	1
4	156373678	ENSG00000249770.1	1
2	239991301	ENSG00000265979.1	-1
14	19564785	ENSG00000212612.1	1
14	97397704	ENSG00000258825.1	1
11	59282386	ENSG00000172742.4	1
4	156374201	ENSG00000248748.1	-1
17	60308831	ENSG00000266365.1	-1
2	239991448	ENSG00000264730.1	-1
10	134000404	ENSG00000151640.8	1
8	16884747	ENSG00000155970.7	1
5	82981685	ENSG00000253073.1	1
6	26636518	ENSG00000181315.6	-1
14	19611768	ENSG00000258314.2	1
4	156376202	ENSG00000248548.1	-1
2	95630218	ENSG00000233105.1	-1
2	240007394	ENSG00000265891.1	-1
14	97409916	ENSG00000225163.3	1
5	82999267	ENSG00000206744.1	1
Y	2834885	ENSG00000233070.1	-1
2	240007523	ENSG00000264810.1	-1
5	180805696	ENSG00000251035.1	-1
7	66021203	ENSG00000232491.1	1
4	156377790	ENSG00000249127.1	-1
5	83042207	ENSG00000242858.1	-1
2	240008039	ENSG00000265416.1	-1
4	129786076	ENSG00000151466.7	-1
5	180878878	ENSG00000256301.1	-1
2	95637699	ENSG00000224585.1	-1
19	42177235	ENSG00000007306.10	-1
2	240227157	ENSG00000265215.1	1
14	19614216	ENSG00000257608.1	-1
14	97576753	ENSG00000259026.1	-1
7	66021832	ENSG00000177418.1	-1
5	180898964	ENSG00000213285.4	1
HSCHR6_MHC_APD	29425038	ENSG00000229125.4	1
4	156378332	ENSG00000249698.1	-1
17	46018872	ENSG00000108439.5	1
2	240273419	ENSG00000264292.1	-1
2	85101820	ENSG00000213400.3	1
16	67977377	ENSG00000124067.12	-1
4	156379113	ENSG00000248420.1	-1
7	66071725	ENSG00000225573.3	-1
2	240547392	ENSG00000227459.1	1
11	112848075	ENSG00000238998.1	1
Y	2863108	ENSG00000223600.1	-1
4	156380022	ENSG00000249386.1	-1
14	97582692	ENSG00000258393.1	1
5	102368080	ENSG00000175749.11	1
5	83099373	ENSG00000202157.1	1
2	240656650	ENSG00000259889.1	1
4	156380856	ENSG00000251223.1	-1
11	113140254	ENSG00000227487.3	-1
5	83170985	ENSG00000250013.1	-1
2	240882432	ENSG00000264279.1	-1
4	156382785	ENSG00000248907.1	-1
Y	2870953	ENSG00000231535.1	1
4	156384025	ENSG00000251407.1	-1
2	241018850	ENSG00000231278.1	1
14	97621194	ENSG00000259110.1	1
11	59341871	ENSG00000110048.7	-1
17	71189129	ENSG00000166685.7	1
2	241048519	ENSG00000213048.3	1
2	95640289	ENSG00000233447.1	-1
4	156436879	ENSG00000251244.1	1
14	19650018	ENSG00000225210.5	1
2	241166977	ENSG00000227479.1	-1
14	97925153	ENSG00000246084.2	1
2	85142910	ENSG00000213399.2	1
5	102581749	ENSG00000248203.1	-1
4	156655600	ENSG00000260244.1	1
2	241201132	ENSG00000221412.1	-1
7	28318830	ENSG00000174495.11	-1
11	113149159	ENSG00000255129.1	-1
11	64794880	ENSG00000110025.8	1
2	241390181	ENSG00000255735.1	-1
14	97996228	ENSG00000240730.2	-1
2	95657625	ENSG00000235186.1	1
2	241395418	ENSG00000207611.1	1
X	119561682	ENSG00000005893.11	-1
7	28654714	ENSG00000225286.1	-1
22	29655841	ENSG00000100263.9	-1
2	241522117	ENSG00000260942.1	-1
14	98098984	ENSG00000197176.3	-1
5	101569690	ENSG00000173930.8	-1
11	64018995	ENSG00000149782.7	1
11	113239200	ENSG00000270179.1	1
5	102744642	ENSG00000250567.1	-1
2	241625751	ENSG00000219159.3	1
7	28992974	ENSG00000255690.1	-1
5	83269615	ENSG00000216125.2	-1
Y	21147061	ENSG00000217896.2	1
15	30916697	ENSG00000187951.6	1
5	83492701	ENSG00000252861.1	1
19	8130286	ENSG00000142449.8	-1
9	15163620	ENSG00000155158.16	-1
11	113276043	ENSG00000256757.1	1
6	144416018	ENSG00000169976.5	-1
HSCHR6_MHC_QBL	33101245	ENSG00000112474.4	1
2	62900986	ENSG00000115504.10	1
10	134232587	ENSG00000231705.1	1
12	124867927	ENSG00000255965.1	1
HSCHR6_MHC_APD	29454555	ENSG00000234954.2	-1
5	83680245	ENSG00000250320.1	1
14	98252902	ENSG00000258379.1	-1
11	113320745	ENSG00000265140.1	-1
7	28992974	ENSG00000176734.3	-1
2	241894034	ENSG00000233392.1	-1
10	90965694	ENSG00000138135.5	-1
14	98534577	ENSG00000259097.1	-1
11	113582442	ENSG00000256091.1	1
2	95669292	ENSG00000242822.2	-1
2	95690938	ENSG00000233850.1	-1
11	113621838	ENSG00000243353.1	-1
14	98602411	ENSG00000258511.1	1
5	80529104	ENSG00000131730.11	1
14	98797969	ENSG00000222066.1	-1
16	34977639	ENSG00000261122.2	1
7	28997283	ENSG00000228421.2	1
5	134181370	ENSG00000181904.8	1
11	113640382	ENSG00000257070.1	1
14	98817706	ENSG00000241757.2	-1
X	14891563	ENSG00000130150.7	1
14	98963469	ENSG00000258795.1	1
2	85291231	ENSG00000260840.1	-1
5	102766107	ENSG00000226926.2	-1
11	113641115	ENSG00000256603.1	-1
12	113587663	ENSG00000186710.7	1
7	29019583	ENSG00000272568.1	1
2	85295932	ENSG00000235463.1	-1
14	99311233	ENSG00000237342.1	1
2	241920932	ENSG00000223991.1	-1
11	113659953	ENSG00000256167.1	1
Y	21154353	ENSG00000185275.6	-1
7	99520892	ENSG00000176402.5	-1
2	85329512	ENSG00000225787.1	-1
2	241949462	ENSG00000229996.1	-1
7	29026644	ENSG00000233517.1	1
14	99391474	ENSG00000259119.1	-1
2	241955016	ENSG00000225521.1	-1
14	99439216	ENSG00000232573.1	-1
11	113659964	ENSG00000255870.1	1
7	29119900	ENSG00000229452.1	1
12	124997768	ENSG00000214650.2	1
8	38831683	ENSG00000169495.4	1
12	57449426	ENSG00000166881.5	-1
3	167196472	ENSG00000174776.6	-1
2	242058140	ENSG00000235861.1	1
16	34980360	ENSG00000252094.1	1
12	125386058	ENSG00000252008.1	1
16	34981403	ENSG00000252182.1	1
11	113662188	ENSG00000257101.1	1
5	84295738	ENSG00000214853.4	-1
5	94039446	ENSG00000175471.15	-1
Y	21180869	ENSG00000252766.1	-1
16	34984432	ENSG00000253055.1	1
7	29127804	ENSG00000223052.1	-1
12	125400093	ENSG00000265345.1	1
11	113688799	ENSG00000256452.1	1
16	34985945	ENSG00000252647.1	1
7	29239156	ENSG00000235669.1	-1
2	85413532	ENSG00000231134.1	1
16	34986199	ENSG00000252268.1	1
Y	21489455	ENSG00000234529.2	1
11	113691578	ENSG00000255710.2	-1
13	31774073	ENSG00000187676.7	1
16	34987197	ENSG00000251760.1	1
5	84408160	ENSG00000249349.1	-1
16	34988167	ENSG00000251717.1	1
11	113730068	ENSG00000201687.1	1
5	84486447	ENSG00000248674.1	-1
11	113957533	ENSG00000221112.1	-1
11	114081338	ENSG00000256947.1	-1
HSCHR6_MHC_QBL	30141750	ENSG00000137313.11	-1
2	85432049	ENSG00000200701.1	1
2	24290454	ENSG00000115128.6	-1
6	144471663	ENSG00000135604.9	1
X	49325479	ENSG00000236362.5	1
11	31705636	ENSG00000203504.3	1
2	85489267	ENSG00000230299.1	-1
11	114231357	ENSG00000256195.2	-1
10	134247237	ENSG00000234311.1	-1
9	130683158	ENSG00000167103.7	-1
10	134325130	ENSG00000226900.1	-1
7	143087382	ENSG00000146904.4	-1
11	31706615	ENSG00000203418.2	-1
3	131173970	ENSG00000261167.1	-1
14	61038742	ENSG00000244756.1	-1
11	114323786	ENSG00000256533.1	1
5	84505878	ENSG00000250253.2	-1
11	31807987	ENSG00000272286.1	-1
14	61068864	ENSG00000241354.2	-1
10	134334331	ENSG00000229081.1	-1
X	49335037	ENSG00000215269.5	1
16	725666	ENSG00000103269.9	1
1	205473723	ENSG00000117266.11	1
14	61073785	ENSG00000253014.1	1
11	114383428	ENSG00000255982.1	-1
6	31686425	ENSG00000204421.2	-1
7	149119766	ENSG00000261842.1	1
2	85526157	ENSG00000221579.1	1
10	134596683	ENSG00000234531.2	-1
14	61107448	ENSG00000258952.1	1
11	32057527	ENSG00000254584.1	-1
5	84508776	ENSG00000249792.1	-1
3	131197941	ENSG00000249020.1	-1
11	114388586	ENSG00000270204.1	1
14	61246696	ENSG00000258445.3	1
10	134757471	ENSG00000232903.2	-1
3	131236675	ENSG00000248468.1	1
2	95717140	ENSG00000231062.1	-1
11	114397851	ENSG00000238724.1	1
4	156927630	ENSG00000249013.1	1
7	2577511	ENSG00000106009.11	-1
X	49344586	ENSG00000224902.5	1
1	47427036	ENSG00000186377.6	1
10	82289353	ENSG00000226659.1	-1
2	85542164	ENSG00000246575.2	1
10	134774844	ENSG00000224758.1	-1
11	114453975	ENSG00000256674.1	1
17	60337995	ENSG00000266647.1	1
11	32074389	ENSG00000254836.1	-1
3	131245291	ENSG00000248530.1	1
14	61346432	ENSG00000258892.1	1
1	23685941	ENSG00000125945.10	-1
19	42212504	ENSG00000105388.10	1
4	157217713	ENSG00000221189.1	-1
10	134779038	ENSG00000240707.2	1
10	82409553	ENSG00000231082.1	1
3	131256415	ENSG00000251447.1	-1
4	157507131	ENSG00000251511.1	1
11	32086458	ENSG00000254627.1	1
11	114998938	ENSG00000252870.1	-1
14	61385958	ENSG00000258485.2	-1
7	135242667	ENSG00000155561.10	1
3	131704699	ENSG00000265859.1	-1
10	134898748	ENSG00000256925.1	-1
4	157563732	ENSG00000249479.1	1
11	32103310	ENSG00000212551.1	1
11	115204296	ENSG00000256972.1	1
10	82476239	ENSG00000233353.1	-1
2	95873283	ENSG00000233757.2	1
3	131894246	ENSG00000240854.1	1
X	49354132	ENSG00000189064.8	1
7	149244245	ENSG00000133624.9	-1
11	32106657	ENSG00000255490.1	1
4	157607816	ENSG00000248912.1	1
17	60342066	ENSG00000188755.5	-1
11	115234348	ENSG00000255580.1	1
10	134899473	ENSG00000203268.3	-1
